"UNSPSC_v5_0301";"Translation_German_5_0301";"English_Titles_ 5_0301"
"56111706";"Teile und Zubehöre für Schrank- oder nicht modulare Systeme";"Casegood or non modular parts or accessories"
"56111800";"Freistehende Möbel";"Freestanding furniture"
"56111801";"Freistehende Beleuchtung oder Elektrizität oder Datenkomponenten";"Freestanding lighting or power or data components"
"56111802";"Freistehende Tische";"Freestanding tables"
"56111803";"Freistehende Abstellräume";"Freestanding storage"
"56111804";"Freistehende Organisation";"Freestanding organization"
"56111805";"Freistehende Teile oder Zubehöre";"Freestanding parts or accessories"
"56111900";"Industrielle Möbel";"Industrial furniture"
"56111901";"Industrielle Beleuchtung oder Elektrizität oder Datenkomponenten";"Industrial lighting or power or data components"
"56111902";"Industrielle Arbeitsflächen";"Industrial work surfaces"
"56111903";"Industrielle Lagerungseinheiten";"Industrial storage units"
"56111904";"Industrielle Organisation";"Industrial organization"
"56111905";"Industrielle Teile oder Zubehöre";"Industrial parts or accessories"
"56112000";"Computer UnterstützungsMöbel";"Computer support furniture"
"56112001";"Computer Unterstützung Beleuchtung oder Elektrizität oder Datenkomponenten";"Computer support lighting or power or data components"
"56112002";"Computer Unterstützung Arbeitsflächen";"Computer support work surfaces"
"56112003";"Computer Unterstützung Lagerung Zubehöre";"Computer support storage accessories"
"56112004";"Computer Unterstützungs Organisation";"Computer support organization"
"56112005";"Computer Unterstützungs Teilen oder Zubehöre";"Computer support parts or accessories"
"56112100";"Sitzordnung";"Seating"
"56112101";"Auditorium oder Stadion oder besonders gebrauchte Sitzplatz";"Auditorium or stadium or special use seating"
"56112102";"Arbeitssitzplatz";"Task seating"
"56112103";"Gastsitzplatz";"Guest seating"
"56112104";"Exekutivsitzplatz";"Executive seating"
"56112105";"Warteraumsitzplatz";"Lounge seating"
"56112106";"Hockersitzplatz";"Stool seating"
"56112107";"Sitzplätze und Zubehöre";"Seating parts or accessories"
"70000000";"Landwirtschaft und Fischerei und Forstwirtschaft und Tierwelt Vertragsdienste";"Farming and Fishing and Forestry and Wildlife Contracting Services"
"70100000";"Fischereizonen und Aquakultur";"Fisheries and aquaculture"
"70101500";"Fischereizonen Funktionen";"Fisheries operations"
"70101501";"Kommerzielle Fischerei Funktionen";"Commercial fishing operations"
"70101502";"Fischerei Hafendienste";"Fishing port services"
"70101503";"Fischerei Landeinrichtungen";"Fishing onshore facilities"
"70101504";"Tief Meer Fischerei Funktionen";"Deep sea fishing operations"
"70101505";"Sonar Fischerei";"Sonar fishing"
"70101506";"Walfang";"Whaling"
"70101507";"Dampferfischerei";"Trawling"
"70101508";"Liniefischerei";"Line fishing"
"70101509";"Wadefischerei";"Seine operations"
"70101510";"Fischnetze";"Fishing nets"
"70101600";"Fischereizonen Übersicht";"Fisheries oversight"
"70101601";"Fischerei Information oder Dokumentationsdienste";"Fishery information or documentation services"
"70101602";"Forschungs- oder Experimentierdienst für die Fischerei";"Fishery research or experimentation services"
"70101603";"Fischerei Datenversammlung oder Verteilungsdienste";"Fishery data collection or distribution"
"70101604";"Fischerei kommerzielle Führung";"Fishery commercial management"
"70101605";"Fischerei Flotte Führung";"Fishing fleet management"
"70101606";"Fischerei Genossenschaften";"Fishing cooperatives"
"70101607";"Fischerei Resourcenschutz oder Erhaltung";"Fishery resources protection or conservation"
"70101700";"Fischerei Industrie und Technologie";"Fishery industry and technology"
"70101701";"Fischerei Technologiedienste";"Fishing technology services"
"70101702";"Fischerei Nebenprodukte Herstellungsdienste";"Fishery by products production services"
"70101703";"Fischherstellung";"Fish production"
"70101704";"Fischlagerung";"Fish storage"
"70101800";"Fischereizonen Resourcen";"Fisheries resources"
"70101801";"Binnenwasser Fischerei Resourcen";"Inland water fishery resources"
"70101802";"Fischteich Resourcen";"Fish pond resources"
"70101803";"Fischausbrütungszonen";"Fish hatcheries"
"70101804";"Fischfarmen";"Fish ranches"
"70101805";"Fischerei Nebenprodukt Resourcen";"Fishery by product resources"
"70101806";"Fischereizonen Resource Beurteilung";"Fisheries resource evaluation"
"70101900";"Aquakultur";"Aquaculture"
"70101901";"Marikultur";"Mariculture"
"70101902";"Austernzucht";"Ostreiculture"
"70101903";"Schalentierzucht";"Shellfish culture"
"70101904";"Garnelezucht";"Shrimp farming"
"70101905";"Fischzucht";"Fish farming"
"70110000";"Gartenbau";"Horticulture"
"70111500";"Pflanzen und dekorative Bäume";"Plants and ornamental trees"
"70111501";"Pflanzdienste oder Zierpflanze bzw. Zierstrauch oder Ziergehölz";"Planting services or ornamental plant or bush or tree"
"70111502";"Beschnittungsdienste oder dekorative Pflanze oder Busch";"Pruning services or ornamental plant or bush"
"70111503";"Baumabschneidungsdienste";"Tree trimming services"
"70111504";"Baumschutzdienste";"Bracing services"
"70111505";"Baumoperierungsdienste";"Tree surgery services"
"70111506";"Baumschulungsdienste";"Arborist services"
"70111507";"Entfernungsdienste oder dekorative Pflanze oder Busch oder Baum";"Removal services or ornamental plant or bush or tree"
"70111508";"Pflanzen oder dekorative Baumspritzungsdienste";"Plants or ornamental tree spraying services"
"70111600";"Blühpflanzen";"Flowering plants"
"70111601";"Pflanzungsdienste";"Planting services"
"70111602";"Gärtnereidienste";"Nursery services"
"70111603";"Pflanzenkulturdienste";"Floriculture services"
"70111700";"Parks und Garten und Obstgarten";"Parks and gardens and orchards"
"70111701";"Obstgarten Führungs oder Beibehaltungsdienste";"Orchard management or maintenance services"
"70111702";"Weinberge Führungs oder Beibehaltungsdienste";"Vineyard management or maintenance services"
"70111703";"Garten Pflanzung oder Beibehaltungsdienste";"Garden planting or maintenance services"
"70111704";"Gartenbau Beratungsdienste";"Horticultural counseling services"
"70111705";"Friedhof Unterhaltsdienste";"Cemetery upkeep services"
"70111706";"Rasenpflegedienste";"Lawn care services"
"70111707";"Autobahn Rasen Beibehaltungsdienste";"Highway lawn maintenance services"
"70111708";"Abdeckungsdienste";"Mulching services"
"70111709";"Sämendienste";"Seeding services"
"70111710";"Mähdienste";"Mowing services"
"70111711";"Mit kleinen Zweigen Verzierungsdienste";"Sprigging services"
"70111712";"Parks oder Garten Spritzungsdienste ";"Parks or gardens spraying services"
"70111713";"Park Führungs oder Beibehaltungsdienste";"Parks management or maintenance services"
"70120000";"Viehbestanddienste";"Livestock services"
"70121500";"Milchwirtschaft";"Dairying"
"70121501";"Milchviehhaltung";"Dairy herd management"
"70121502";"Milch Industrie Entwicklung";"Dairy industry development"
"70121503";"Molkerei";"Dairy technology"
"70121504";"Molkerei Labordienste";"Dairy laboratories services"
"70121505";"Mölkerei interne Milchviehhaltung";"Dairy farm in house processing"
"70121600";"Viehbestandindustrie";"Livestock industry"
"70121601";"Viehzucht";"Livestock breeding"
"70121602";"Viehbestand Genetikdienste";"Livestock genetics services"
"70121603";"Seidenraupenzucht";"Sericulture"
"70121604";"Viehwirtschaft";"Animal husbandry"
"70121605";"Bauernhofzucht Systemen";"Farm rearing systems"
"70121606";"Geflügelzucht";"Poultry production services"
"70121607";"Kleintiere Aufzuchtsdienste";"Small animal breeding services"
"70121608";"Rinderzuchtdienste";"Bovine production services"
"70121610";"Bienenzucht";"Apiculture"
"70121700";"Viehbestandführung";"Livestock management"
"70121701";"Viehbestandswahl";"Livestock selection"
"70121702";"Viehbestand Austellungsdienste";"Livestock showing services"
"70121703";"Viehbestand Schlachtdienste";"Livestock slaughtering services"
"70121704";"Herdeführung";"Herd management"
"70121705";"Viehbestand Aufzucht oder Pflegedienst";"Livestock breeding or grooming services"
"70121800";"Haustiere Industrie";"Pets industry"
"70121801";"Haustierzuchtdienste";"Pet breeding services"
"70121802";"Haustierpflegedienste";"Pet grooming services"
"70121803";"Hundehüttungsdienste";"Kennels services"
"70121900";"Weide und Verbreitungsdienste";"Pasture and range services"
"70121901";"Weide Verbesserung";"Pasture improvement"
"70121902";"Verwaltung des Weidelands";"Range management"
"70121903";"Weidelandforschung";"Range research"
"70122000";"Tiergesundheit";"Animal health"
"70122001";"Tierernährung";"Animal nutrition"
"70122002";"Tier Krankenheitskontrolle";"Animal disease control"
"70122003";"Tier Trypanosomiasis";"Animal trypanosomiasis"
"70122004";"Fuß und Mund Kontrollesystem";"Foot or mouth control services"
"70122005";"Tiergesundheit vorbeugende medizinische Behandlungsdienste";"Animal health preventive medication services"
"70122006";"Tier Impfungsdienste";"Animal vaccination services"
"70122007";"Veterinär Organisation (Verwaltung)";"Veterinary administration"
"70122008";"Veterinär Labortechnologie";"Veterinary laboratory technology"
"70122009";"Tier Krankenhausdienste";"Animal hospital services"
"70122010";"Tiergesundheit Informationsdienste";"Animal health information services"
"70130000";"Land und Erde Vorbereitung und Führung und Schutz";"Land and soil preparation and management and protection"
"70131500";"Land und Erde Schutz";"Land and soil protection"
"70131501";"Dienst für die Beurteilung und Kontrolle der Desertifizierung (Wüstenentstehung)";"Desertification assessment or control services"
"70131502";"Erdeerhaltung oder Schutz";"Soil conservation or protection services"
"70131503";"Abtragungskontrolldienste";"Erosion control services"
"70131504";"Sand Dünefixierung";"Sand dune fixation"
"70131505";"Erde in Form bringen";"Soil conditioning"
"70131506";"Erdeverbesserung";"Soil improvement"
"70131600";"Land und Erde Vorbereitung";"Land and soil preparation"
"70131601";"Düngemittel Anwendungsdienste";"Fertilizer application services"
"70131602";"Zitrone Streuungsmittel";"Lime spreading services"
"70131603";"Pflügendienste";"Plowing services"
"70131604";"Samenbett Vorbereitungsdienste";"Seed bed preparation services"
"70131605";"Erde chemische Behandlungsdienste";"Soil chemical treatment services"
"70131700";"Land und Erde Führung";"Land and soil management"
"70131701";"Landnutzungsplanung";"Land use planning"
"70131702";"Land Beurteilung";"Land evaluation"
"70131703";"Land Kultivierung";"Land reclamation"
"70131704";"Agrar ekologische Zonen Festsetzung und Plannung";"Agro ecological zones assessment or planning"
"70131705";"Erde Klassifizierung";"Soil classification"
"70131706";"Wasserscheide Führung";"Watershed management"
"70131707";"Fruchtbarkeits Analyse";"Soil fertility analysis"
"70131708";"Pedologie";"Pedology"
"70140000";"Ernte Herstellung und Führung und Schutz";"Crop production and management and protection"
"70141500";"Ernte Herstellung";"Crop production"
"70141501";"Samen Herstellungsdienste";"Seed production services"
"70141502";"Wasserkultur";"Hydroponics"
"70141503";"Gras und Futter Herstellung";"Grass or fodder production"
"70141504";"Aromatische Bäume Herstellung";"Aromatic plants production"
"70141505";"Getränkernte Herstellung";"Beverage crops production"
"70141506";"Kakoa Herstellung";"Cocoa production"
"70141507";"Zuckerrübe oder Zuckerrohr Herstellung";"Sugarbeet or sugarcane production"
"70141508";"Nuß Herstellung";"Nut production"
"70141509";"Nötige Õlernte Herstellung";"Essential oil crops production"
"70141510";"Fibreernte Herstellung (Faser)";"Fiber crops production"
"70141511";"Frucht Herstellung";"Fruit production"
"70141512";"Getreide oder Hülsenfrucht Herstellung";"Grain or legume production"
"70141513";"Herstellung von Bäume mit Insektengift";"Insecticidal plants production"
"70141514";"Herstellung von medizinische Bäume ";"Medicinal plants production"
"70141515";"Wurzel oder Knollen Herstellung";"Roots or tubers production"
"70141516";"Getreide Herstellung";"Cereals production"
"70141517";"Gummibaum Herstellung";"Rubber plant production"
"70141518";"Gewürzen Herstellung";"Spice crops production"
"70141519";"Tabak Herstellung";"Tobacco crop production"
"70141520";"Gemüse Herstellung";"Vegetable production"
"70141600";"Erntenschutz";"Crop protection"
"70141601";"Ernte Spritzungsdienste";"Crop spraying services"
"70141602";"Biologische Kontrolldienste";"Biological control services"
"70141603";"Unkraut Kontrolldienste";"Weed control services"
"70141604";"Heilkrautdienst";"Herbicide services"
"70141605";"Einheitliche Schädling Führungsdienste";"Integrated pest management services"
"70141606";"Pflanzenpathologie ";"Plant pathology"
"70141607";"Heuschreckekontrolle";"Locust control"
"70141700";"Ernte Führung";"Crop management"
"70141701";"Greenhouse Dienstleistungen";"Greenhouse services"
"70141702";"Düngemitteldienste";"Fertilizer services"
"70141703";"Ernte Verwaltung";"Crop administration"
"70141704";"Ernte Ersetzung";"Crop substitution"
"70141705";"Erweiterungsdienste";"Extension services"
"70141706";"Erntenspezialisierung";"Crop specialization"
"70141707";"Verwaltung von landwirtschaftlichen Kultivierungssystemen";"Cultivation farming system management"
"70141708";"Erntewechsel oder Abwechselungs Beratungsdienste";"Crop rotation or diversification counseling services"
"70141709";"Pflanzen Taxanomiedienste";"Plant taxonomy services"
"70141710";"Feldernte Entomologie";"Field crop entomology"
"70141800";"Ernte Pflanzung und Kultivierung";"Crop planting and cultivation"
"70141801";"Obstgarten Baum oder Weinbergdiemste";"Orchard tree or vine planting services"
"70141802";"Sprießungs oder Zweigdienste";"Sprout or twig services"
"70141803";"Ernte Kultivierungsdienste";"Crop cultivating services"
"70141804";"Ernte Pflanzungsdienste";"Crop planting services"
"70141900";"Erntenertrag";"Crop harvesting"
"70141901";"Getreide Ertragsdienste";"Cash grains harvesting services"
"70141902";"Früchte oder Nüße Ertragsdienste";"Fruit or tree nuts harvesting services"
"70141903";"Feldernte Ertragsdienste";"Field crop harvesting services"
"70141904";"Samen Ertragsdienste";"Seed harvesting services"
"70142000";"Nach Ertag Erntenbehandlung";"Post harvesting crop processing"
"70142001";"Silos bezügliche Dienste";"Silos related services"
"70142002";"Getreide Trocknerdienste";"Grain dryers services"
"70142003";"Erntenbehandlungdienste";"Crop processing services"
"70142004";"Feldernten Vermarktungsvorbereitungsdienste";"Field crops market preparation services"
"70142005";"Getrideernten Vermarktungsvorbereitungsdienste";"Cash grain crops market preparation services"
"70142006";"Gemüseernten Vermarktungsvorbereitungsdienste";"Vegetable crops market preparation services"
"70142007";"Fruchternten Vermarktungsvorbereitungsdienste";"Fruit crops market preparation services"
"70142008";"Nußernten Vermarktungsvorbereitungsdienste";"Tree nut crops market preparation services"
"70142009";"Entkernungsdienst";"Ginning services"
"70142010";"Erntenreinigungsdienste";"Crop cleaning services"
"70142011";"Kühlungsdienste";"Cooling or refrigeration services"
"70150000";"Forstwirtschaft";"Forestry"
"70151500";"Forstwirtschaftführung";"Forestry management"
"70151501";"Waldresourcen Führungsdienste";"Forest resources management services"
"70151502";"Wald Schädlingsbekämpfung";"Forest pest control"
"70151503";"Wald Organizationen und Vereinigungen und Gemeinschaften";"Forest organizations or associations or cooperatives"
"70151504";"Wald Verwaltungsdienste";"Forest administration services"
"70151505";"Wald Inventar(Bestand)";"Forest inventory"
"70151506";"Wald Überwachung oder Schätzung";"Forest monitoring or evaluation"
"70151507";"Aufforstungsdienste";"Afforestation services"
"70151508";"Forstwirtschaft Erweiterungsdienste";"Forestry extension services"
"70151509";"Wald Pflanzschuleführung";"Forest nursery management"
"70151510";"Waldsektor Plannung";"Forest sectoral planning"
"70151600";"Forstwirtschaft Industrie";"Forestry industry"
"70151601";"Kein Holz Herstellungsdienste";"Nonwood production services"
"70151602";"Wesentliche Õlherstellung";"Essential oils production"
"70151603";"Bauholz Herstellungsdienste";"Timber production services"
"70151604";"Farbstoffe Herstellung";"Dyes production"
"70151605";"Geniessbare Forstwirtschaft";"Edible forestry production"
"70151606";"Holz Prüfungsdienste";"Wood testing services"
"70151607";"Bauholz Herstellung";"Timber production"
"70151700";"Forstwirtschaftsertrag";"Forestry harvesting"
"70151701";"Baumfällen";"Logging or felling"
"70151702";"Waldertrag bergige Gegende";"Forest harvesting mountainous areas"
"70151703";"Waldertrag spezialisierte Operationen";"Forest harvesting specialized operations"
"70151704";"Pflanzenertrag";"Plantation harvesting"
"70151705";"Sumpf oder Mangrovepflanze Waldertrag";"Swamp or mangrove forest harvesting"
